year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution
2020,53,"2. Reading Comprehension (Items51-80)
Directions: Read the following and choose the BEST alternative to
                  complete the statements that follow.

(Items51-55)

Here is a ""personally conducted excursion""
of the kind that occurs daily in millions of
homes.
Route: Up the stairway and along the hall to the
            bathroom.
Time:  10.00 a.m. or thereabouts.
Equipment:  A couple of soft towels, a sponge, a wash
                    cloth and a cake of Ivory Soap.
On arrival: Fill the bathtub a little less than half full
                  of warm-not hot-water. Put baby in
the bath. Moisten the wash cloth and apply soap, first to the face and neck,then to the arms, next
to the body, and last, to the legs and feet, Fill the sponge with water from the tub and squeeze it
over the face, arms, body and legs, repeating this until all dirt and soap are removed. Dry by
""patting""-not rubbing-with the towels.
The only soap that is worthy of comparison with Ivory is genuine, unadulterated, white Castile
Soap. It is on sale in very few stores. Its priceis from 25 to 40 cents a pound. The ""Castile""
Soap, which is sold at 20 cents a pound or less, is almost invariably a cheap imitation of a
meritorious article. But even genuine Castile Soap, if you can get it, (and the chances are that
you cannot) is no better than, and not as pure as, Ivory Soap. And it costs about three times as
much.
                  Ivory Soap.......................99.44/100 Per Cent. Pure.","According to the ad, the product is suitable for _____.
1. babies
2. men
3. women
4. fathers
5. mothers",1. babies,TRUE,TRUE,TRUE
2020,54,"2. Reading Comprehension (Items51-80)
Directions: Read the following and choose the BEST alternative to
                  complete the statements that follow.

(Items51-55)

Here is a ""personally conducted excursion""
of the kind that occurs daily in millions of
homes.
Route: Up the stairway and along the hall to the
            bathroom.
Time:  10.00 a.m. or thereabouts.
Equipment:  A couple of soft towels, a sponge, a wash
                    cloth and a cake of Ivory Soap.
On arrival: Fill the bathtub a little less than half full
                  of warm-not hot-water. Put baby in
the bath. Moisten the wash cloth and apply soap, first to the face and neck,then to the arms, next
to the body, and last, to the legs and feet, Fill the sponge with water from the tub and squeeze it
over the face, arms, body and legs, repeating this until all dirt and soap are removed. Dry by
""patting""-not rubbing-with the towels.
The only soap that is worthy of comparison with Ivory is genuine, unadulterated, white Castile
Soap. It is on sale in very few stores. Its priceis from 25 to 40 cents a pound. The ""Castile""
Soap, which is sold at 20 cents a pound or less, is almost invariably a cheap imitation of a
meritorious article. But even genuine Castile Soap, if you can get it, (and the chances are that
you cannot) is no better than, and not as pure as, Ivory Soap. And it costs about three times as
much.
                  Ivory Soap.......................99.44/100 Per Cent. Pure.","The product should be applied in the last step to the _____.
1. neck
2. body
3. face
4. legs and feet
5. arms and shoulders",4. legs and feet,TRUE,TRUE,TRUE
2020,55,"2. Reading Comprehension (Items51-80)
Directions: Read the following and choose the BEST alternative to
                  complete the statements that follow.

(Items51-55)

Here is a ""personally conducted excursion""
of the kind that occurs daily in millions of
homes.
Route: Up the stairway and along the hall to the
            bathroom.
Time:  10.00 a.m. or thereabouts.
Equipment:  A couple of soft towels, a sponge, a wash
                    cloth and a cake of Ivory Soap.
On arrival: Fill the bathtub a little less than half full
                  of warm-not hot-water. Put baby in
the bath. Moisten the wash cloth and apply soap, first to the face and neck,then to the arms, next
to the body, and last, to the legs and feet, Fill the sponge with water from the tub and squeeze it
over the face, arms, body and legs, repeating this until all dirt and soap are removed. Dry by
""patting""-not rubbing-with the towels.
The only soap that is worthy of comparison with Ivory is genuine, unadulterated, white Castile
Soap. It is on sale in very few stores. Its priceis from 25 to 40 cents a pound. The ""Castile""
Soap, which is sold at 20 cents a pound or less, is almost invariably a cheap imitation of a
meritorious article. But even genuine Castile Soap, if you can get it, (and the chances are that
you cannot) is no better than, and not as pure as, Ivory Soap. And it costs about three times as
much.
                  Ivory Soap.......................99.44/100 Per Cent. Pure.","This product is recommended because it is _____.
1. pure
2 genuine
3. on sale
4. sold in a few stores
5. made from ivory",1. pure,TRUE,TRUE,TRUE
2020,56,"(Items56-60)

BLONDIE

ACCORDING TO THIS WEATHER APP THERE'S A 
SEVENTY PERCENT CHANCE
OF RAIN THIS AFTERNOON

THAT'S A SHAME DEAR

WHY?
SEVENTY PERCENT SOUNDS LIKE IT'S PROBABLY GOING TO RIAN
MAYBE, BUT NOT IN THE
SANDWICH BAR AT THE
NINETEENTH HOLE!","The weather forecast says that _____.
1. the weather is clear in the morning
2. only a 30 percent chance of rain will cover the area
3. there will be heavy rain at the golf course
4. there is a70 percent chance of rain in the afternoon
5. heavy rain in the afternoon is not expected",4. there is a70 percent chance of rain in the afternoon,TRUE,TRUE,TRUE
2020,57,"(Items56-60)

BLONDIE

ACCORDING TO THIS WEATHER APP THERE'S A 
SEVENTY PERCENT CHANCE
OF RAIN THIS AFTERNOON

THAT'S A SHAME DEAR

WHY?
SEVENTY PERCENT SOUNDS LIKE IT'S PROBABLY GOING TO RIAN
MAYBE, BUT NOT IN THE
SANDWICH BAR AT THE
NINETEENTH HOLE!","When the woman says, ""That's a shame, dear"", she_____.
1. feels ashamed that her husband will go golfing
2. assumes that her husband will not be able to go golfing
3. is sorry that her husband wants to play golfin the afternoon
4. is disappointed that she cannot go golfing with him
5. worries that her husband will not come back before rain",2. assumes that her husband will not be able to go golfing,TRUE,TRUE,TRUE
2020,58,"(Items56-60)

BLONDIE

ACCORDING TO THIS WEATHER APP THERE'S A 
SEVENTY PERCENT CHANCE
OF RAIN THIS AFTERNOON

THAT'S A SHAME DEAR

WHY?
SEVENTY PERCENT SOUNDS LIKE IT'S PROBABLY GOING TO RIAN
MAYBE, BUT NOT IN THE
SANDWICH BAR AT THE
NINETEENTH HOLE!","The third picture shows that _____.
1. the wife wonders if it will rain in the afternoon
2. the wife is afraid that her husband will get hurt
3. the husband is displeased with his wife' swarning
4. the husband does not believe what his wife says
5. the husband is not worried about the weather forecast",5. the husband is not worried about the weather forecast,TRUE,TRUE,TRUE
2020,59,"(Items56-60)

BLONDIE

ACCORDING TO THIS WEATHER APP THERE'S A 
SEVENTY PERCENT CHANCE
OF RAIN THIS AFTERNOON

THAT'S A SHAME DEAR

WHY?
SEVENTY PERCENT SOUNDS LIKE IT'S PROBABLY GOING TO RIAN
MAYBE, BUT NOT IN THE
SANDWICH BAR AT THE
NINETEENTH HOLE!","In the third picture, the husband probably means he _____.
1. loves playing golf very much
2. does not know how to pla ygolf
3. can eat break fast at the golf course
4. has a place to shelter from the rain
5. is sure tha the will not get wet while playing golf",4. has a place to shelter from the rain,TRUE,TRUE,TRUE
2020,60,"(Items56-60)

BLONDIE

ACCORDING TO THIS WEATHER APP THERE'S A 
SEVENTY PERCENT CHANCE
OF RAIN THIS AFTERNOON

THAT'S A SHAME DEAR

WHY?
SEVENTY PERCENT SOUNDS LIKE IT'S PROBABLY GOING TO RIAN
MAYBE, BUT NOT IN THE
SANDWICH BAR AT THE
NINETEENTH HOLE!","It can be inferred from the comic that _____.
1. some people take weather forecasts for granted
2. some people take weather forecasts seriously
3. nobody listens to weather forecasts
4. the weather forecast is important for indoor activities
5. the weather forecast is not always reliable",2. some people take weather forecasts seriously,TRUE,TRUE,TRUE
2020,61,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","This story is about all of the following EXCEPT _____.
1. bad behavior of truck drivers
2. fining truck drivers who break traffic laws
3. lorry drivers who follow traffic laws
4. accidents caused by truck drivers
5. traffic problems caused by careless truckers",3. lorry drivers who follow traffic laws,TRUE,TRUE,TRUE
2020,62,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The Councils are demanding the power to fine lorry drivers who _____.
1. drive at night without GPS
2. pay no attention to road regulations
3. do not follow directions
4. drive through heavy traffic in towns
5. drive very big and heavy trucks",2. pay no attention to road regulations,TRUE,TRUE,TRUE
2020,63,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The statement ""driving on routes unsuitable for their lorry's size or
weight"" (lines7-8) implies that _____.
1. some roads are too narrow and need to be expanded
2. other vehicles cannot pass big trucks on some roads
3. big and heavy trucks are not dangerous to other road users
4. many roads are in bad condition and need repair
5. big and heavy trucks should not run on small roads",5. big and heavy trucks should not run on small roads,TRUE,TRUE,TRUE
2020,64,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The word ""may hem"" (line 2) means _____.
1. confusion
2. occurrence
3.penalties
4. carelessness
5. pollution",1. confusion,TRUE,TRUE,TRUE
2020,65,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The phrase ""a spate of"" (line 5) means _____.
1. an account of
2. a large number of
3. an excess of
4. a few of
5. a volume of",2. a large number of,TRUE,TRUE,TRUE
2020,66,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The phrase ""using this device"" (lines13-14) refers to _____.
1. trucks driving on roads under construction
2. GPS misdirecting truckers to unsuitable roads
3. lorries blocking the road in Kent
4. the important role of GPS on truck driving
5. the bridge being struck four times",2. GPS misdirecting truckers to unsuitable roads,TRUE,TRUE,TRUE
2020,67,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","""Rogue lorry drivers"" (line 15) are drivers who _____.
1. often cause traffic congestion in town
2. always disobey traffic laws and are always fined
3. behave badly and cause problems for others
4. never listen too thers' troubles
5. care about other road users",3. behave badly and cause problems for others,TRUE,TRUE,TRUE
2020,68,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","The Councils believe that if they can fine careless truck drivers,_____.
1. those drivers will follow traffic rules more carefully
2. other road users will not be safe in using the roads
3. there would be no traffic problems any longer
4. those drivers will no longer run on narrow roads
5. the road signs will not be damaged",1. those drivers will follow traffic rules more carefully,TRUE,TRUE,TRUE
2020,69,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","""Congestion hotspots"" (line 15) are the places where _____.
1. drivers are fighting to go on their ways
2. cars are trying to pass other cars to get ahead
3. trafficis too heavy for vehicles to move
4. all cars are going in the same direction
5. roads are damaged by serious accidents",3. trafficis too heavy for vehicles to move,TRUE,TRUE,TRUE
2020,70,"(Items61-70)

                        Councils' Furyat Rogue Truckers
COUNCILS are demanding the power to fine lorry drivers causing
mayhem in towns and villages.
Currently, only authorities in London have the power to impose
penalties on truckers who ignore road restrictions.
5    The Local Government Association (LGA) highlighted a spate of
recent incidents involving HGVs (heavy good svehicles), including
drivers crashing into bridges or blocking streets after driving on routes
unsuitable for their lorry's size or weight.
      Many incidents involve drivers being directed to unsuitable routes
10 by their satnavs (GPS).  A bridge under Middlesbrough railway station
was struck four times, while lorries blocked the same road in Goudhurst,
Kent, twice in two days.
      A survey found more than half of councils in England say using this
device is one of the most important traffic issues in their communities.
15   Now the LGA wants all local authorities to be able to fine 'rogue' lorry
drivers. A spokesman said fines would 'help councils unblock congestion
hotspots...and help cyclists ride more safely'.","All of the following incidents were caused by lorry drivers EXCEPT: _____.
1. crashing into bridges and blocking streets
2. following GPS's to dangerous places
3. striking the bridge under Middlesbrough four times
4. blocking the road in Goudhurs ttwice in two days
5. driving on roads unsuitable for their lorry's size or weight",2. following GPS's to dangerous places,TRUE,TRUE,TRUE
2020,71,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","The first paragraph gives information about _____.
1. what nimbus clouds are
2. when crystallization begins
3. what snowflakes lookl ike
4. how snow forms
5. how many days snow lasts",4. how snow forms,TRUE,TRUE,TRUE
2020,72,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","Snow is created when
1. large masses of stable clouds slowly become crystallized
2. nimbus clouds become snowflakes and move over ground
3. strong wind carries unstable clouds toward high ground
4. frozen cloud spersist over a large area of highland
5. clouds stop forming a great amount of snowflakes",1. large masses of stable clouds slowly become crystallized,TRUE,TRUE,TRUE
2020,73,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","The word ""genesis"" (line 2) means _____.
1. origin
2. life
3. falling
4. melting
5. movement",1. origin,TRUE,TRUE,TRUE
2020,74,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","The word ""one"" (line 4) refers to _____.
1. wind
2. ground
3. air mass
4. snow
5. cloud",3. air mass,TRUE,TRUE,TRUE
2020,75,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","The word ""localized"" (line13) means _____.
1. occurring anywhere
2. happening within one small area
3. existing in a remote place
4. spreading over the ground
5. appearing everywhere",2. happening within one small area,TRUE,TRUE,TRUE
2020,76,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","Snow is compared to rainfall in that both snow and rainfall
1. exist when a warm and cold air mass meet
2. can last long and cover alarge area
3. originate from a large mass of cumulonimbus clouds
4. pass the process of turbulence before falling
5. require slow and continuous crystallization",2. can last long and cover alarge area,TRUE,TRUE,TRUE
2020,77,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","Hailstones are formed when _____.
1. there are very sudden changes around cumulonimbus clouds
2. there is strong circulation within cumulonimbus clouds
3. strong circulation bursts out from inside cumulonimbus clouds
4. cumulonimbus clouds are isolated and stable
5. the clouds undergo slow changes",2. there is strong circulation within cumulonimbus clouds,TRUE,TRUE,TRUE
2020,78,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","Hailstones do not last long because they _____.
1. have layered structure resulting from cycling repeatedly
2. prevent the sun from shining over the ground
3. are formed on clear sunny days over hot ground with warm
    rain
4. are too big and too heavy to spread over the ground
5. fall suddenly due to their densit","3. are formed on clear sunny days over hot ground with warm
    rain",TRUE,TRUE,TRUE
2020,79,"(Items71-80)

                           Getting the Drift
Most snow falls from extensive banks of stable nimbus clouds. The
genesis of a snowflake requires fairly slow and continuous crystallization
with little turbulence. If the wind continues to carry clouds toward high
ground, or if a warm air mass slides smoothly over a cold one, snow can
5 persist for as long, and over as large a continuous area, as ordinary
rainfall.
Hailstones are formed in conditions of violent convection inside tall,
isolated, unstable cumulonimbus clouds where there is very strong internal
circulation, Mosthailstones have a layered structure, showing that they
10 have been cycled several times between freezing and melting levels.
Eventually the cloud grows to the point where its shadow prevents the sun
from heating the ground which normally supplies the rising thermals
necessary to keep the stones airborne, and so they fall in a brief, localized
burst.
15 Deep layers of hail do occur but, as the largest cumulonimbus clouds
are formed on clear sunny days over hot ground, and as the same cloud
may also precipitate warm rain, hailstones tend to melt quickly. As hail is
macroscopically denser than fresh snow, the same mass of water will
produce a much deeper layer of snow over a given area","All the statements are true EXCEPT: _____.
1. a snowflake is formed through slow, continuous and steady
    crystallization
2. the same mass of water produces a much deeper layer of snow
    than hail
3. hail is denser than snow but can form a much deeper layer of
    fallen hail
4. heat rising from the ground prevents hailstones from falling
5. hailstones can melt quickly on clear sunny days with warm rain","2. the same mass of water produces a much deeper layer of snow
    than hail",TRUE,TRUE,TRUE
